sod_enabled,seed,total_energy,avg_sod_ratio,final_alive
False,0,0.2737853543271238,1.0,30
False,1,0.2940903923495759,1.0,30
False,2,0.2434494741184784,1.0,30
False,3,0.22934162767413657,1.0,30
False,4,0.29274477012909805,1.0,30
True,0,0.05616251627573483,0.2027777777777778,30
True,1,0.05180569332606623,0.1905555555555556,30
True,2,0.04734287945388971,0.19166666666666668,30
True,3,0.04639408583016417,0.19111111111111112,30
True,4,0.0577249342468639,0.19666666666666666,30
