sod_enabled,seed,total_energy,avg_sod_ratio,final_alive
False,0,0.35414988975811923,1.0,30
False,1,0.39108245302731426,1.0,30
False,2,0.3417706369050565,1.0,30
False,3,0.32003756292386765,1.0,30
False,4,0.3930144949929042,1.0,30
True,0,0.07811774257777405,0.1922222222222222,30
True,1,0.07597199845904441,0.1788888888888889,30
True,2,0.07241279063301438,0.1938888888888889,30
True,3,0.06954656562833411,0.19388888888888892,30
True,4,0.08508265008624755,0.1922222222222222,30
