seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent,attack_active_rounds,attack_compromised,drop_blackhole,drop_grayhole,sinkhole_choices,trust_updates,malicious_detected
8,700,178,0.254286,0.063371,3.471910,68400,3420,6840,2280,178,2.993356e-01,6.451968e-01,7.734000e-02,6000,700,110,25,0,102,0,6000,145
