seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent
1,2071,697,0.336552,0.058393,2.553802,100400,5020,10040,3514,697,7.960085e-01,1.094957e+00,1.865300e-01,0,0
