seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent,attack_active_rounds,attack_compromised,drop_blackhole,drop_grayhole,sinkhole_choices,trust_updates,malicious_detected
4,700,257,0.367143,0.061323,2.844358,60480,3024,6048,2016,257,3.015138e-01,5.820416e-01,7.900000e-02,6000,700,110,5,34,0,0,6000,46
