seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent
3,1925,516,0.268052,0.062016,2.602713,94800,4740,9480,3318,516,7.882034e-01,1.040954e+00,1.793500e-01,0,0
