seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent,attack_active_rounds,attack_compromised,drop_blackhole,drop_grayhole,sinkhole_choices,trust_updates,malicious_detected
1,700,259,0.370000,0.058764,2.756757,60240,3012,6024,2008,259,3.127522e-01,5.815040e-01,7.958000e-02,6000,700,90,3,0,0,193,6000,203
