seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent
4,1982,813,0.410192,0.076408,4.644526,100800,5040,10080,3528,813,7.964708e-01,1.174144e+00,2.185300e-01,0,0
