seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent
5,1954,435,0.222620,0.064920,2.848276,84400,4220,8440,2954,435,8.192242e-01,9.734080e-01,1.839100e-01,0,0
