seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent
4,1971,536,0.271943,0.058993,2.317164,100800,5040,10080,3528,536,7.910158e-01,1.085210e+00,1.782500e-01,0,0
