seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent,attack_active_rounds,attack_compromised,drop_blackhole,drop_grayhole,sinkhole_choices,trust_updates,malicious_detected
7,700,256,0.365714,0.061562,3.003906,60720,3036,6072,2024,256,2.893208e-01,5.804800e-01,7.762000e-02,6000,700,110,15,73,0,0,6000,270
