seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent
1,2061,582,0.282387,0.058351,2.345361,100400,5020,10040,3514,582,8.226417e-01,1.093472e+00,1.836500e-01,0,0
