seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent,attack_active_rounds,attack_compromised,drop_blackhole,drop_grayhole,sinkhole_choices,trust_updates,malicious_detected
1,700,267,0.381429,0.058052,2.696629,60240,3012,6024,2008,267,3.093021e-01,5.800704e-01,7.918000e-02,6000,700,0,0,0,0,0,6000,219
