pdr_mean,pdr_std,delay_mean,delay_std,hops_mean,hops_std,tx_j_mean,tx_j_std,rx_j_mean,rx_j_std,cpu_j_mean,cpu_j_std,sod_ratio_mean,sod_ratio_std,sod_mode,sod_k,sod_window
0.33743396226415096,0.027620373141214984,0.0607333742185075,0.0026574123027028485,2.456197120274917,0.1897742789230873,1.0293989454971917,0.022489807739643455,1.1540838399984534,0.0506589879960735,0.22233800000002552,0.0038307513623304285,0.265,0.0,adaptive,1.0,12
0.3376,0.02700629556233139,0.06074635730651511,0.002799007728562179,2.4622418415582374,0.17949651589663176,0.8107813732715256,0.017219124665098916,1.0628147199986053,0.052814363586922056,0.18230600000003425,0.002979245542079607,0.2,0.0,adaptive,1.5,12
0.3364615384615385,0.02286880513976866,0.06074614032902356,0.002647481825432877,2.4754131499261196,0.1771173967786534,0.5763618938924827,0.01028946197560303,0.9651353599988475,0.05631608940582857,0.1393940000000329,0.001941026532533732,0.13,0.0,adaptive,2.0,12
0.33666666666666667,0.02254008774507224,0.06062778081431287,0.002636368827681281,2.475900269048045,0.17421502506443742,0.5426302840936119,0.00927289399317075,0.9510143999987608,0.05686118371393866,0.13321000000003688,0.0017754774005885215,0.12,0.0,adaptive,2.5,12
0.3391764705882353,0.02726925845613344,0.06073640007374799,0.002900363013949229,2.462634089747484,0.1794820704177356,0.709278288194181,0.014543381669792757,1.0204108799986447,0.05404318017944968,0.16377000000003963,0.0026041505332835657,0.17,0.0,adaptive,1.0,24
0.33240000000000003,0.021666564102321352,0.060202969545074515,0.0025191422021142817,2.4669784580498866,0.1816999865992482,0.4750302675519765,0.0077871102804618056,0.9229260799988469,0.057770184342021795,0.12080600000003609,0.0014997279753351318,0.1,0.0,adaptive,1.5,24
0.33175,0.020411393876950196,0.06027012832624646,0.002514188887800829,2.4701584076887007,0.17090152115972268,0.40810495816346787,0.005558971527072137,0.8949708799989099,0.0586693079622511,0.10854600000002822,0.0011306210682635604,0.08,0.0,adaptive,2.0,24
0.3317333333333333,0.01797578618277622,0.05988796228413152,0.0022639791218121855,2.461272866918028,0.1617373823457099,0.3905542092007326,0.004909219924693402,0.8876390399989253,0.059126317143004266,0.10535000000002677,0.000997917832289122,0.075,0.0,adaptive,2.5,24
0.3374285714285714,0.021436189122174498,0.06091920143464197,0.002902972336323693,2.476168279989492,0.17814653967947786,0.6098031453263537,0.011561594588441042,0.9790412799987045,0.055687588911606335,0.14552600000003893,0.0021810602926101074,0.14,0.0,adaptive,1.0,36
0.33781818181818185,0.01469918758647835,0.0601978606355254,0.0021686857395512025,2.4702408671661225,0.15337147222988,0.32369875068730064,0.0037518656483946687,0.8596633599989101,0.06030035570689016,0.09316200000002234,0.0007072877773585477,0.055,0.0,adaptive,1.5,36
0.3408888888888889,0.008618097524295697,0.06032295737819223,0.002396503977099698,2.482602850169964,0.163108075871365,0.29064290636232026,0.003896566912724115,0.8457676799990029,0.06059930002497901,0.08708600000001415,0.0006672211027842828,0.045,0.0,adaptive,2.0,36
0.3408888888888889,0.008618097524295697,0.06032295737819223,0.002396503977099698,2.482602850169964,0.163108075871365,0.29064290636232026,0.003896566912724115,0.8457676799990029,0.06059930002497901,0.08708600000001415,0.0006672211027842828,0.045,0.0,adaptive,2.5,36
