seed,pdr,delay,hops,tx_j,rx_j,cpu_j,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust
1,0.3485424588086185,0.05730909090909075,2.3927272727272726,0.3152236139115874,0.4295872000001856,0.07093000000000031,40160,2008,4016,1506
2,0.3707440100882724,0.05748299319727876,2.238095238095238,0.31121972209222193,0.4528960000002171,0.07137000000000089,43040,2152,4304,1614
