seed,generated,delivered,pdr,avg_delay_s,avg_hops,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust,data_pkts,tx_j,rx_j,cpu_j,sod_candidates,sod_sent,attack_active_rounds,attack_compromised,drop_blackhole,drop_grayhole,sinkhole_choices,trust_updates,malicious_detected
1,700,216,0.308571,0.058889,2.944444,60240,3012,6024,2008,216,3.008005e-01,5.789952e-01,7.774000e-02,6000,700,110,25,0,66,0,6000,279
