seed,pdr,delay,hops,tx_j,rx_j,cpu_j,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust
1,0.31887755102040816,0.05775999999999998,2.36,0.15394036611857786,0.3979200000002109,0.035680000000000205,42120,2106,4212,2106
2,0.26575342465753427,0.0597938144329897,2.556701030927835,0.14935957756583326,0.3748352000001623,0.03490000000000022,39360,1968,3936,1968
3,0.30927835051546393,0.05716666666666666,2.2916666666666665,0.15085847610826714,0.40233600000021136,0.03552000000000021,42680,2134,4268,2134
4,0.23255813953488372,0.06279999999999998,2.92,0.17353195985139833,0.3823808000001537,0.03981999999999952,38760,1938,3876,1938
5,0.26634382566585957,0.06490909090909089,2.609090909090909,0.1674888827280015,0.400390400000203,0.038639999999999744,41400,2070,4140,2070
