nodes,noise,vs,metric,trust_mean,trust_ci_lo,trust_ci_hi,base_mean,base_ci_lo,base_ci_hi,diff_mean,diff_ci_lo,diff_ci_hi
200,0.0,greedy,pdr,0.40438300294537405,0.3832034108451499,0.435409103321144,0.3365464456501177,0.32572355253621044,0.34579464761755024,0.06783655729525634,0.04330150750471553,0.09902874387905755
200,0.0,greedy,delay,0.059724890732712296,0.058883397004034166,0.060566384461390434,0.058009429873954924,0.057267369292853046,0.058642686069461304,0.0017154608587573728,0.0006617074629025812,0.002815497115486079
200,0.0,greedy,txrx,17.589791648382977,17.303956015277265,17.84594154400188,17.709135970347358,17.37855260129337,18.038625427044472,-0.11934432196438038,-0.525584657020803,0.28356400137273874
200,0.2,leach,pdr,0.33662511675184736,0.3198548240639991,0.36331277200238576,0.11285273942824378,0.0933233195529914,0.129343371524334,0.22377237732360358,0.19725423373704962,0.25579761988607796
200,0.2,leach,delay,0.05851143924931468,0.05774048112846329,0.059008661417323784,0.06626082332134535,0.06483776290737382,0.06736021596036093,-0.007749384072030671,-0.009087179487259052,-0.006209315942517686
200,0.2,leach,txrx,17.606472367065017,17.298937301349994,17.88887269773113,18.87353870889794,18.706949143812494,19.09992670123281,-1.2670663418329227,-1.6169391655526746,-0.9335785199676145
200,0.2,heed,pdr,0.33662511675184736,0.3198548240639991,0.36331277200238576,0.026398199807029937,0.01697767225272078,0.04022831547265866,0.3102269169448174,0.2874466304001366,0.3406048081010888
200,0.2,heed,delay,0.05851143924931468,0.05774048112846329,0.059008661417323784,0.06977752923751235,0.0688053884149078,0.07074514486391552,-0.01126608998819767,-0.01248486662929664,-0.01011277320824059
200,0.2,heed,txrx,17.606472367065017,17.298937301349994,17.88887269773113,18.960481726925643,18.652298314245918,19.24006914433225,-1.3540093598606262,-1.7478401570793431,-0.9550780040671043
200,0.2,greedy,pdr,0.33662511675184736,0.3198548240639991,0.36331277200238576,0.2530401860674214,0.245377913736942,0.2606578289178219,0.08358493068442596,0.06411616099482374,0.1111098285178992
200,0.2,greedy,delay,0.05851143924931468,0.05774048112846329,0.059008661417323784,0.05789069304269947,0.056983414966055544,0.05861462475359138,0.0006207462066152095,-0.00041038173266325344,0.0016977610274267682
200,0.2,greedy,txrx,17.606472367065017,17.298937301349994,17.88887269773113,17.768280837734117,17.435338528519857,18.11140940014904,-0.16180847066910076,-0.5946832766775186,0.26073819249426994
