nodes,noise,proto,pdr_mean,pdr_std,delay_mean,delay_std,hops_mean,hops_std,tx_j_mean,tx_j_std,rx_j_mean,rx_j_std,cpu_j_mean,cpu_j_std,ctrl_hello_mean,ctrl_hello_std,ctrl_cluster_mean,ctrl_cluster_std,ctrl_routing_mean,ctrl_routing_std,ctrl_trust_mean,ctrl_trust_std
50,0.0,greedy,0.3596432344484455,0.011100775639826949,0.057396042053184756,8.695114409400587e-05,2.3154112554112554,0.07731601731601723,0.31322166800190465,0.002001945909682723,0.44124160000020135,0.011654400000015774,0.0711500000000006,0.0002200000000002894,41600,1440.0,2080,72.0,4160,144.0,1560,54.0
50,0.0,leach,0.12349658365274792,0.01771379098702154,0.06694285714285714,0.002657142857142872,2.0,0.0,0.4891979525008365,0.009033301865214727,0.41861120000017527,0.010323200000012467,0.07449000000000242,0.0001399999999998902,41600,1440.0,2080,72.0,4160,144.0,1560,54.0
50,0.0,heed,0.07449897916313489,0.006069741216012031,0.07322638146167562,0.0004991087344028561,2.0,0.0,0.47946369362976266,0.01023819683895194,0.41241600000016987,0.011808000000013669,0.0715200000000008,0.0014300000000009375,41600,1440.0,2080,72.0,4160,144.0,1560,54.0
50,0.0,trusthr,0.3819317601766265,0.005084469536232428,0.0602194813409232,0.0011998734977862364,2.681425258275353,0.060510225595614475,0.3143902117398174,0.0015546816426793841,0.4492288000002148,0.01129600000002054,0.07474000000000258,6.999999999992429e-05,41600,1440.0,2080,72.0,4160,144.0,1560,54.0
