seed,pdr,delay,hops,tx_j,rx_j,cpu_j,ctrl_hello,ctrl_cluster,ctrl_routing,ctrl_trust
1,0.25146198830409355,0.05764473033152018,2.129143988124691,3.39691969443304,14.353670400232634,0.7177600000004526,1650000,82500,165000,57750
2,0.26588943211733734,0.05617161716171736,2.0702498821310704,3.3492819032366317,14.454278400235253,0.7089600000004112,1666000,83300,166600,58310
3,0.25484483850538314,0.058866799204772356,2.1451292246520874,3.314048403557143,15.037907200247478,0.7143200000004408,1736400,86820,173640,60774
4,0.2401942472917445,0.058569206842924784,2.12597200622084,3.4092612812600303,13.798252800227218,0.7194000000004546,1579600,78980,157960,55286
5,0.2528104241185488,0.05820111167256291,2.1273370389085398,3.30662570500674,14.421158400234432,0.7069600000004015,1661600,83080,166160,58156
